Review #,Brand,Variety,Style,Country,Stars,Top_Ten_Y/N,Top_Ten_Year,Top_Ten_Rank,Top Ten
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,N,,,
2027,Nissin,Shinshu Miso Ramen,Bowl,Japan,5,N,,,
2026,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,N,,,
2025,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,2,N,,,
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,N,,,
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0,N,,,
2022,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,3,N,,,
2021,Urban Noodle,Authentic Street Food Satay,Cup,UK,5,N,,,
2020,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,N,,,
2019,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75,N,,,
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,N,,,
2017,Samyang Foods,Honey & Cheese Big Bowl,Bowl,South Korea,0,N,,,
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,N,,,
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5,N,,,
2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,N,,,
2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,N,,,
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2,N,,,
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,N,,,
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,N,,,
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,N,,,
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,N,,,
2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,N,,,
2006,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,N,,,
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,N,,,
2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,N,,,
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,N,,,
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,N,,,
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,N,,,
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,N,,,
1999,Nissin,Curry Udon,Cup,Japan,5,N,,,
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5,N,,,
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,N,,,
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,N,,,
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5,N,,,
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,N,,,
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,N,,,
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,N,,,
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5,N,,,
1990,Nissin,Cup Noodle,Cup,Japan,5,N,,,
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5,N,,,
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,N,,,
1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,N,,,
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,N,,,
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,N,,,
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5,N,,,
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4,N,,,
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,N,,,
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5,N,,,
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,N,,,
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3,N,,,
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5,N,,,
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5,N,,,
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,N,,,
1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,N,,,
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5,N,,,
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,N,,,
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,N,,,
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,N,,,
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,N,,,
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,N,,,
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,N,,,
1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,N,,,
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,N,,,
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5,N,,,
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,N,,,
1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5,N,,,
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,N,,,
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,N,,,
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,N,,,
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4,N,,,
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,N,,,
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0,N,,,
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,N,,,
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2,N,,,
1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5,N,,,
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,N,,,
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,N,,,
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,N,,,
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,N,,,
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,N,,,
1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,N,,,
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,N,,,
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,N,,,
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,N,,,
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,N,,,
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,N,,,
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,N,,,
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,N,,,
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,N,,,
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,N,,,
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,N,,,
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,N,,,
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5,N,,,
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,N,,,
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,N,,,
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,N,,,
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,N,,,
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5,N,,,
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3,N,,,
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,N,,,
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,N,,,
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,N,,,
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,N,,,
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,N,,,
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,N,,,
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,N,,,
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,N,,,
1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,N,,,
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,N,,,
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,N,,,
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,N,,,
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,N,,,
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,N,,,
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,N,,,
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,N,,,
1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,N,,,
1909,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,N,,,
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,N,,,
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,N,,,
1905,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,N,,,
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,N,,,
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,N,,,
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,N,,,
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,N,,,
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,N,,,
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,N,,,
1898,Master Kong,Spicy Fish Noodle,Bowl,China,3,N,,,
1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,N,,,
1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,N,,,
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,N,,,
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,N,,,
1893,Nissin,Cup Noodle Sio,Cup,Japan,5,N,,,
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,N,,,
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,3.5,N,,,
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,N,,,
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,N,,,
1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,N,,,
1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25,N,,,
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,N,,,
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,N,,,
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,N,,,
1883,Myojo,Mee Goreng,Pack,Singapore,4,N,,,
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,N,,,
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,N,,,
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,N,,,
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,N,,,
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,N,,,
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,N,,,
1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,N,,,
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5,N,,,
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,N,,,
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,N,,,
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,N,,,
1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,N,,,
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,N,,,
1869,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,N,,,
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,N,,,
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,N,,,
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,N,,,
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,N,,,
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5,N,,,
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,N,,,
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,N,,,
1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,N,,,
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,N,,,
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,N,,,
1858,Myojo,Wantan Men,Bowl,Japan,5,N,,,
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,N,,,
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,N,,,
1855,Daraz,Negi Man Ramen,Pack,Japan,3,N,,,
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,N,,,
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,N,,,
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,N,,,
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,N,,,
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,N,,,
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,N,,,
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,N,,,
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,N,,,
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,USA,4.5,N,,,
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,N,,,
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,N,,,
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,N,,,
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,N,,,
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,N,,,
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,N,,,
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,N,,,
1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,N,,,
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,N,,,
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5,N,,,
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,N,,,
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,N,,,
1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,N,,,
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,N,,,
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4,N,,,
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,N,,,
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,N,,,
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,N,,,
1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,N,,,
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,N,,,
1824,Nongshim,Soon Veggie Noodle Soup,Cup,USA,5,N,,,
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,N,,,
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,N,,,
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,N,,,
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,N,,,
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5,N,,,
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,N,,,
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,N,,,
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,N,,,
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,N,,,
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,N,,,
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,N,,,
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,N,,,
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,N,,,
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,N,,,
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,N,,,
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,N,,,
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,N,,,
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,N,,,
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,N,,,
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,N,,,
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,N,,,
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,USA,3.5,N,,,
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,N,,,
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,N,,,
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,2.5,N,,,
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,N,,,
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,N,,,
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,N,,,
1795,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0,N,,,
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,N,,,
1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,N,,,
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,N,,,
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,N,,,
1790,Super,Kimchi,Cup,Malaysia,4.5,N,,,
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,N,,,
1788,Super,Curry Flavour Noodles,Cup,Malaysia,3,N,,,
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,N,,,
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,N,,,
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,N,,,
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,N,,,
1783,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,N,,,
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,N,,,
1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5,N,,,
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,N,,,
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,N,,,
1778,JML,Spicy King Spicy Chicken,Pack,China,5,N,,,
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,N,,,
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,N,,,
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,N,,,
1774,JML,Spicy King Spicy Pork,Pack,China,5,N,,,
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,N,,,
1772,JML,Spicy King Spicy Beef,Pack,China,5,N,,,
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,N,,,
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,N,,,
1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,5,N,,,
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,N,,,
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,N,,,
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,N,,,
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,USA,3.5,N,,,
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,N,,,
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,N,,,
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,N,,,
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1,N,,,
1760,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,N,,,
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,N,,,
1758,Vit's,Duck Instant Noodles,Pack,Malaysia,3.5,N,,,
1757,iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,N,,,
1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,N,,,
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,N,,,
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,N,,,
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,N,,,
1752,Kuriki,Mayo Ramen,Pack,Japan,4.75,N,,,
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,N,,,
1750,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5,N,,,
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,N,,,
1748,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,N,,,
1747,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,N,,,
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,N,,,
1745,Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,N,,,
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,N,,,
1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,N,,,
1742,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,N,,,
1741,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,2.5,N,,,
1740,Master Kong,Braised Beef Noodle,Pack,China,4.25,N,,,
1739,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,N,,,
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,N,,,
1737,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,N,,,
1736,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5,N,,,
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,N,,,
1734,Koka,Laksa Singapura,Pack,Singapore,4.25,N,,,
1733,Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,N,,,
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,N,,,
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,N,,,
1730,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,N,,,
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,N,,,
1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,N,,,
1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,5,N,,,
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,N,,,
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,N,,,
1724,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,N,,,
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,N,,,
1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,N,,,
1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,N,,,
1720,Mamee,Chef Lontong Flavour,Cup,Malaysia,5,N,,,
