"Review #","Brand","Variety","Style","Country","Stars","Top_Ten_Y/N","Top_Ten_Year","Top_Ten_Rank","Top Ten","Continent","Meat_Type","Spicy","Noodle_Type"
1462,"Wei Lih","Steam Instant Noodles Korean Salt & Rib Soup Flavour","Bowl","Taiwan",2.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1461,"Nissin","Cup Noodles Black Pepper Crab Flavour","Cup","Singapore",4,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1460,"Nissin","Premium Instant Noodles Spicy Beef Flavour","Pack","Singapore",3.75,"N",NA,NA,NA,"Asia","Beef","Yes","Noodle"
1459,"Nissin","Cup Noodles Tom Yam Veg Flavour","Cup","Singapore",4,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1458,"Nissin","Premium Instant Noodles Roasted Beef Flavour","Bowl","Singapore",3.75,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1457,"Nissin","Chu Qian Yi Ding Sesame Oil Flavour","Pack","Singapore",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1456,"Nissin","Cup Noodles Chicken Flavour","Cup","Singapore",3.5,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1455,"Nissin","Premium Instant Noodles XO Sauce Seafood Flavour","Pack","Singapore",3.75,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1454,"Nissin","Cup Noodles Chilli Crab Flavour","Cup","Singapore",4,"N",NA,NA,NA,"Asia","Seafood","Yes","Noodle"
1453,"Nissin","Japanese Ramen Kyushu Black Instant Noodles With Soup Base","Pack","Singapore",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1452,"Nissin","Premium Instant Noodles Spicy Beef Flavour","Bowl","Singapore",3.75,"N",NA,NA,NA,"Asia","Beef","Yes","Noodle"
1451,"Nissin","Cup Noodles Tom Yam Seafood Flavour","Cup","Singapore",4,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1450,"Nissin","Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base","Pack","Singapore",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1449,"Nissin","Cup Noodles Seafood Curry Flavour","Cup","Singapore",4,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1448,"Nissin","Premium Instant Noodles Roasted Beef Flavour","Pack","Singapore",4.25,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1447,"Nissin","Cup Noodles Cream Of Chicken Flavour","Cup","Singapore",4,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1446,"Myojo","Ippei-Chan Jumbo Night Market Style Yakisoba","Tray","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No",NA
1445,"MyKuali","Penang Hokkien Prawn Noodle","Pack","Malaysia",5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1444,"Maruchan","Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles","Cup","United States",3.5,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1443,"Nongshim","Harmony Korean Spicy Noodle Dish With Chipotle","Pack","United States",4.25,"N",NA,NA,NA,"North America",NA,"Yes","Noodle"
1442,"Maggi","2 Minute Noodles Tom Yam Flavour","Pack","Singapore",3.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1441,"Nissin","Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup","Bowl","United States",3.5,"N",NA,NA,NA,"North America","Chicken","Yes","Ramyeon"
1440,"Wu-Mu","Dried Noodle With Beef Flavor Sauce","Pack","Taiwan",3,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1439,"Adabi","Mi Segera Mi Goreng Pedas Instant Noodles","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
1438,"Maruchan","Old Style Miso Ramen","Pack","Japan",3.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1437,"Knorr","Quick Serve Macaroni Abalone & Chicken Flavour","Pack","Hong Kong",3,"N",NA,NA,NA,"Asia","Chicken","No",NA
1436,"Chencun","Rice Noodle Beef With Brown Sauce","Cup","China",3.5,"N",NA,NA,NA,"Asia","Beef","No","Rice Noodle"
1435,"Maggi","2 Minute Noodles Assam Laksa Flavour","Pack","Singapore",4,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1434,"Maggi","Hot Cup Perisa Kari","Cup","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"Yes",NA
1433,"Maggi","2 Minute Noodles Curry Flavour","Pack","Singapore",3.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1432,"Maggi","Senses Laksa Instant Noodles","Pack","Singapore",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1431,"Maggi","Extra Spicy Curry Instant Noodles","Pack","Singapore",5,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1430,"Samyang Foods","Buldak Bokkummyeon","Bowl","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1429,"Nissin","Sabor A Gallina Fideos Con Instantanea","Pack","Colombia",3.5,"N",NA,NA,NA,"South America",NA,"No",NA
1428,"Myojo","Chukazanmai Beijing Style Salt Ramen","Pack","Japan",3,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1427,"Osaka Ramen","Miso Ramen","Bowl","United States",3.75,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1426,"Ottogi","Cheese Bokki","Bowl","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1425,"Hao Way","Instant Penang White Curry Noodles","Pack","Malaysia",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1424,"Sainsbury's","Curry Flavour Instant Noodles","Pack","United Kingdom",1.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1423,"Vina Acecook","King Chef Seafood With Kimchi Flavour","Pack","Vietnam",3,"N",NA,NA,NA,"Asia","Seafood","No",NA
1422,"Nissin","Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles","Tray","United States",3,"N",NA,NA,NA,"North America","Chicken","Yes","Ramyeon"
1421,"Nongshim","Korean Clay Pot Ramyun Noodle","Cup","China",2.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1420,"Maruchan","I Want To Eat Ramen Shio","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1419,"Vifon","Ngon-Ngon Tom Yum Minced Pork Noodle","Cup","Vietnam",3.5,"N",NA,NA,NA,"Asia","Pork","No","Mi"
1418,"Ottogi","Ppushu Ppushu Grilled Chicken Flavor","Pack","South Korea",1,"N",NA,NA,NA,"Asia","Chicken","No",NA
1417,"Sau Tao","Oat Noodle Abalone Flavored","Pack","Taiwan",1.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1416,"Myojo","Chukazanmai Szechuan Style Miso","Pack","Japan",2,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1415,"Chewy","Instant Rice Vermicelli Original Flavour","Pack","Hong Kong",0.5,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
1414,"Paldo","Cheese Ramyun (for US market)","Pack","South Korea",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1413,"Chering Chang","Curry La-Men","Pack","Taiwan",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1412,"Chewy","Non-Fried Ramen Noodles Taiwan Roast Pork Flavour","Pack","Hong Kong",4,"N",NA,NA,NA,"Asia","Pork","No","Ramyeon"
1411,"A-Sha Dry Noodle","Prince Katsu Snack Noodles","Pack","Taiwan",4,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1410,"Adabi","Mi Segera Tom Yam Instant Noodles","Pack","Malaysia",3.25,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1409,"Baixiang Noodles","Spicy Artificial Beef Flavour Instant Noodles With Soup Base","Pack","China",3.5,"N",NA,NA,NA,"Asia","Beef","Yes","Noodle"
1408,"Pamana","Chicken Sopas Creamy Macaroni Soup","Cup","Philippines",3.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
1407,"Annie Chun's","Ramen House Thai Coconut Ramen","Pack","United States",5,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1406,"La Fonte","Spaghetti With Mushroom Sauce","Pack","Indonesia",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1405,"Maggi","Masala Dumdaar Noodles","Pack","India",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1404,"Thai Choice","Instant Noodles Seafood Flavour","Cup","Thailand",4,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1403,"Tesco","Everyday Value Chicken & Mushroom Flavour","Cup","United Kingdom",0.5,"N",NA,NA,NA,"Europe","Chicken","No",NA
1402,"Pop Bihun","Spesial Rasa Kari Ayam Pedas","Pack","Indonesia",3.75,"N",NA,NA,NA,"Asia","Chicken","Yes",NA
1401,"Myojo","Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise","Tray","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1400,"Pulmuone","Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version)","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1399,"Vina Acecook","Oh! Ricey Pho Bo Instant Rice Noodles","Bowl","Vietnam",3.75,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
1398,"Nissin","Fried Noodle Specialist Tom Yam Mee Goreng Flavour","Pack","Singapore",3,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1397,"Wu-Mu","Steam Seafood Flavor Ramen","Pack","Taiwan",4,"N",NA,NA,NA,"Asia","Seafood","No","Ramyeon"
1396,"Oyatsu","Baby Star Snack Noodle Yakisoba Flavor","Pack","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1395,"Snapdragon","Singapore Laksa Curry Soup Bowl","Bowl","United States",4.25,"N",NA,NA,NA,"North America",NA,"No",NA
1394,"Paldo","Mild Kokomen (Prototype)","Pack","South Korea",4.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1393,"Saji","Sajimee Curry Soup Flavour","Pack","Malaysia",4.25,"N",NA,NA,NA,"Asia",NA,"No",NA
1392,"Miracle Noodle","Miso Marvellous Soup","Pack","United States",4,"N",NA,NA,NA,"North America",NA,"No","Mi"
1391,"Shan","Shoop Instant Noodles Chicken Flavour","Pack","Pakistan",3.5,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1390,"Indomie","Mi Goreng Rasa Iga Penyet","Pack","Indonesia",4.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1389,"Tiger Tiger","Traveller's Choice Thai Red Curry Flavour Instant Noodles","Pack","United Kingdom",1.75,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1388,"Paldo","Barbecue Ramyun (Prototype)","Pack","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1387,"Takamori Kosan","Red Pepper 7 Garlic Peperoncino","Pack","Japan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1386,"Takamori Kosan","Sukiyaki Style Noodle Stew","Pack","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1385,"Takamori Kosan","Yaki-Udon Roast Soy Sauce","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1384,"Takamori Kosan","Hiyashi Udon Bonito Sauce","Pack","Japan",3,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1383,"Takamori Kosan","Futomen Yakisoba","Pack","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1382,"Takamori Kosan","Hiyashi Chuka Lemon Sauce","Pack","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1381,"Takamori Kosan","Curry Udon","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1380,"Takamori Kosan","Chanpon","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1379,"Takamori Kosan","Shio Yakisoba","Pack","Japan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1378,"Takamori Kosan","Yakisoba","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1377,"Takamori Kosan","Yaki-Udon Mild Spicy Sauce","Pack","Japan",4.25,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
1376,"Takamori Kosan","Katsuo Dashi Udon","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1375,"Takamori Kosan","Spaghetti Napolitan","Pack","Japan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1374,"Tokyo Noodle","Spicy Garlic Ramen","Pack","Japan",3.25,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1373,"Tesco","Everyday Value Beef & Tomato Flavour Noodles","Cup","United Kingdom",2,"N",NA,NA,NA,"Europe","Beef","No","Noodle"
1372,"Samyang Foods","Nagasaki Jjamppong","Cup","South Korea",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1371,"Campbell's","Hearty Noodles Thai Flavour","Cup","Canada",0,"N",NA,NA,NA,"North America",NA,"No","Noodle"
1370,"Papa","Oriental Style Instant 'Kua-Chap'","Pack","Thailand",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
1369,"A-Sha Dry Noodle","Hello Kitty Za Jiang (Soybean Sauce)","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No",NA
1368,"Nissin","Soba Teriyaki Noodles With Japanese Yakisoba Sauce","Cup","Germany",3,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1367,"Sawadee","Instant Noodles Vegetable & Mushroom Flavour","Pack","United Kingdom",1.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1366,"Nongshim","Sir Long Tang Creamy Beef Noodle Soup","Cup","United States",4.25,"N",NA,NA,NA,"North America","Beef","No","Noodle"
1365,"Four Seas","Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour","Bowl","Hong Kong",3.5,"N",NA,NA,NA,"Asia","Beef","Yes","Noodle"
1364,"Golden Wheat","Korean Style Stew Pork Flavour Noodle Soup","Bowl","China",1.75,"N",NA,NA,NA,"Asia","Pork","No","Noodle"
1363,"Sau Tao","Instant Noodle King Won Ton Flavor","Pack","Hong Kong",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1362,"Mamee","Instant Noodles Curry Flavour","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1361,"Mamee","Chef Creamy Tom Yam Flavour","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1360,"Mamee","Monster BBQ Flavour Snack Noodles","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1359,"Mamee","Chef Curry Laksa Flavour","Cup","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1358,"Mamee","SLLRRRP! Asam Laksa","Pack","Malaysia",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1357,"Mamee","Mie Goreng Indonesia Spicy Sambal","Cup","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
1356,"Mamee","Chef Spicy Chicken Shiitake Flavour","Pack","Malaysia",3.25,"N",NA,NA,NA,"Asia","Chicken","Yes",NA
1355,"Mamee","Instant Vermicelli Chicken Flavour","Pack","Malaysia",3.25,"N",NA,NA,NA,"Asia","Chicken","No",NA
1354,"Mamee","Chef Creamy Tom Yam Flavour","Cup","Malaysia",4.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1353,"Mamee","Instant Noodles Vegetarian Flavour","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1352,"Mamee","SLLRRRP! Kari Berapi","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1351,"Mamee","Monster Chicken Flavour Snack Noodles","Pack","Malaysia",4,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1349,"Mamee","Mie Goreng Indonesia Original Flavour","Cup","Malaysia",4.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1348,"Mamee","Instant Vermicelli Tom Yam Flavour","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1347,"Paldo","Bulnak Bokkummyun Spicy Fried Octopus Ramyun","Pack","South Korea",4,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1346,"Oyatsu","Baby Star Ramen Round Consomme Mini","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1345,"Lotus Foods","Forbidden Rice Ramen","Pack","United States",2.25,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1344,"Lotus Foods","Millet & Brown Rice Ramen","Pack","United States",4,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1343,"Lotus Foods","Jade Pearl Rice Ramen","Pack","United States",3.25,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1342,"Ah Lai","White Curry Noodle","Pack","Malaysia",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1341,"Plats Du Chef","Cuisine Adventures Chicken Pho Soup","Bowl","Canada",5,"N",NA,NA,NA,"North America","Chicken","No",NA
1340,"Indomie","Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea","Pack","Indonesia",2.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1339,"Kin-Dee","Instant Rice Noodle Pad Thai","Tray","Thailand",3.75,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
1338,"Batchelors","Super Noodles Peppered Steak Flavour","Pack","United Kingdom",1.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1337,"Sakura Noodle","Chikara Brand Udon Beef Flavor","Pack","United States",4.25,"N",NA,NA,NA,"North America","Beef","No","Udon"
1336,"Shirakiku","Fresh Chow Mein Noodles With Seasoning","Pack","United States",3.75,"N",NA,NA,NA,"North America",NA,"No","Noodle"
1335,"Sakura Noodle","Chikara Brand Udon Hot & Spicy Flavor","Pack","United States",4,"N",NA,NA,NA,"North America",NA,"Yes","Udon"
1334,"Sakura Noodle","Chikara Brand Udon Mushroom Flavor","Pack","United States",3.75,"N",NA,NA,NA,"North America",NA,"No","Udon"
1333,"Sakura Noodle","Chikara Brand Udon Oriental Flavor","Pack","United States",3.75,"N",NA,NA,NA,"North America",NA,"No","Udon"
1332,"Sakura Noodle","Chikara Brand Udon Chicken Flavor","Pack","United States",3.75,"N",NA,NA,NA,"North America","Chicken","No","Udon"
1331,"Indomie","Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand","Pack","Indonesia",3.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1329,"Vifon","Oriental Style Instant Noodle Mi Ga Chicken Flavor","Cup","Vietnam",1.25,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
1328,"A-Sha Dry Noodle","Hello Kitty La Wei (Spicy Flavor)","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"Yes",NA
1327,"Unif","Unif-100 Instant Noodles Artificial Tart Beef Flavor","Pack","China",3,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1326,"Mamee","Mi Segera SLLRRRP! Perencah Kari Xtra Pedas","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
1325,"Koka","Spicy Shrimp Tom Yam Flavour","Cup","Singapore",3.25,"N",NA,NA,NA,"Asia","Seafood","Yes",NA
1324,"Ruski","Instant Noodles Stewed Beef Flavour","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1323,"Golden Wheat","Korean Style Mushroom Chicken Flavour Cooking Noodle","Pack","China",2,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1322,"Hi-Myon","Instant Noodle Udon Hot & Spicy","Pack","South Korea",4,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1321,"Takamori Kosan","Fresh Chow Mein Noodles With Seasoning","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1320,"Mama","Instant Noodles Cup Seafood Flavour","Cup","Thailand",3.75,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1319,"Adabi","Mi Segera Kari Ayam Instant Noodles","Pack","Malaysia",4.25,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
1318,"Nissin","Spa Oh Tarako Spaghetti","Bowl","Japan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1317,"Ve Wong","Little Prince Brand Snack Noodles Original Flavor","Pack","Taiwan",2.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1316,"Ottogi","Japchae Vermicelli Noodle","Pack","South Korea",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1315,"Sainsbury's","Chicken Flavour Instant Noodles","Pack","United Kingdom",2.75,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
1314,"Paldo","Korean Traditional Beef Gomtangmen","Pack","South Korea",5,"N",NA,NA,NA,"Asia","Beef","No",NA
1313,"Healtimie","Green Barley Noodle Vegetable Soup","Pack","Indonesia",3.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1312,"Maruchan","I Want To Eat Ramen Miso Flavor","Pack","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1311,"Pop Bihun","Spesial Rasa Soto Ayam","Pack","Indonesia",4,"N",NA,NA,NA,"Asia","Chicken","No",NA
1310,"Thai Kitchen","Rice Noodle Cart Thai Peanut","Tray","United States",3,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
1309,"Yum Yum","Oriental Style Instant Noodles Seafood Flavour","Cup","Thailand",3.75,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1307,"Nissin","Cup Noodle Cheese Curry","Cup","Japan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1306,"Koka","Oriental Style Instant Noodles Tom Yam Flavour","Pack","Singapore",2.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1305,"A-Sha Dry Noodle","Instant Noodle Original Flavor","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1304,"Nissin","Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour","Pack","Hong Kong",4.75,"N",NA,NA,NA,"Asia","Pork","No","Ramyeon"
1303,"Western Family","Instant Noodles In A Cup Chicken Flavour","Cup","Canada",1.5,"N",NA,NA,NA,"North America","Chicken","No","Noodle"
1301,"Knorr","Quick Serve Macaroni Shrimp Broth","Pack","Hong Kong",3.25,"N",NA,NA,NA,"Asia","Seafood","No",NA
1300,"Samyang Foods","Red Nagasaki Jjampong","Pack","South Korea",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1299,"Mr. Noodles","Noodles In A Cup Spicy Chicken Simulated Flavour","Cup","Canada",1,"N",NA,NA,NA,"North America","Chicken","Yes","Noodle"
1298,"Good Tto Leu Foods","Lightning Beef Bone Tteokguk Rice Cake Soup","Bowl","South Korea",4,"N",NA,NA,NA,"Asia","Beef","No","Rice Noodle"
1297,"GaGa","Mie Gepeng Kuah Rasa Ayam Lada Hitam","Pack","Indonesia",3.25,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
1296,"Wu-Mu","Ramen With Pickled Mustard Flavor","Pack","Taiwan",3.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1295,"Wu-Mu","Steam Mushroom Flavor Ramen","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1294,"Thai Choice","Instant Noodles Chicken Flavour","Cup","Thailand",3,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1293,"Myojo","Prawn Noodles","Pack","Singapore",4.25,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1292,"Nissin","Cup Noodles Sabor A Carne Sopa Con Fideos","Cup","Colombia",3,"N",NA,NA,NA,"South America",NA,"No","Noodle"
1291,"A-One","Mì Ly Instant Noodles Mì Tôm Shrimp Flavor","Cup","Vietnam",3.25,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1290,"Nongshim","Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta","Tray","South Korea",4.5,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1289,"JML","Braised Beef Noodles","Pack","China",4,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1288,"Sau Tao","QQ Scallop Seafood Vermicelli","Bowl","Hong Kong",3.75,"N",NA,NA,NA,"Asia","Seafood","No",NA
1287,"Kimura","Kumamoto Tonkotsu Ramen","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1286,"Batchelors","Super Noodles Roast Beef & Onion Flavour","Pack","United Kingdom",3.25,"N",NA,NA,NA,"Europe","Beef","No","Noodle"
1285,"Lucky Me!","Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles","Bowl","Philippines",3.25,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1284,"Thai Kitchen","Rice Noodle Cart Sweet Citrus Ginger","Tray","United States",4.25,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
1283,"Nongshim","Oolongmen Kimchi Cup Noodle Soup Mix","Cup","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1282,"Koka","Purple Wheat Noodles Aglio Olio","Pack","Singapore",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1281,"Tokachimen Koubou","Jet Black Sesame Oil Pork Tonkotsu","Bowl","Japan",2.25,"N",NA,NA,NA,"Asia","Pork","No",NA
1280,"Deshome","Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce","Pack","Taiwan",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1279,"Ko-Lee","Instant Noodles Mixed Vegetable","Pack","United Kingdom",3.5,"N",NA,NA,NA,"Europe",NA,"No","Mi"
1278,"Ottogi","Ppushu Ppushu Noodle Snack Bulgogi Flavor","Pack","South Korea",3.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1277,"Vifon","Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles","Pack","Vietnam",2,"N",NA,NA,NA,"Asia","Chicken","Yes","Noodle"
1276,"Adabi","Mi Bandung Prawn Mee","Pack","Malaysia",4.25,"N",NA,NA,NA,"Asia","Seafood","No","Mi"
1275,"Wu-Mu","Ramen With Stewed Pork Flavor","Pack","Taiwan",4.5,"N",NA,NA,NA,"Asia","Pork","No","Ramyeon"
1274,"Wu-Mu","Shiitake Flavor Spinach Ramen","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1273,"Sainsbury's","Basics Instant Noodles Chicken Curry Flavour","Pack","United Kingdom",3.25,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
1272,"Samyang Foods","Baked Noodle Spicy Grilled Beef Ramyun","Pack","South Korea",3.5,"N",NA,NA,NA,"Asia","Beef","Yes","Ramyeon"
1270,"Ko-Lee","Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour","Pack","United Kingdom",5,"N",NA,NA,NA,"Europe","Seafood","No","Noodle"
1269,"Chewy","Rice Vermicelli Scallop With XO Sauce Flavour","Pack","Hong Kong",2.5,"N",NA,NA,NA,"Asia","Seafood","No","Rice Noodle"
1268,"Wu-Mu","Dried Noodle With Jah Jan Sauce","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1267,"ABC","Mi Cup Rasa Soto Ayam Chicken Soto Flavour","Cup","Indonesia",3.75,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
1266,"ABC","Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken","Cup","Indonesia",4,"N",NA,NA,NA,"Asia","Chicken","Yes","Mi"
